Index,ID,Last Job,Influence,Risk Score,Hiring Score,Work Experience,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Skill 8,Skill 9,Skill 10
750,750,IT Manager,9,6.0,53.63,20,IT Management,Project Management,Leadership,Network Administration,CyberSecurity,Help Desk Management,Communication,Budgeting,Vendor Management,
751,751,Student Finance Consultant,7,0.0,74.66,17,Financial Aid Analysis,Compliance and Reconciliation,Data Analysis,Customer Service,Leadership,Time Management,,,,
752,752,Administrative Assistant,8,40.4,13.46,11,Event Planning,Communication,Project Management,Time Management,Graphic Design,Customer Service,Microsoft Office,Adobe InDesign,,
753,753,"SVP, Regional Sales Director Wealth Management",10,28.0,30.28,24,Leadership,Sales Management,Financial Services,Client Relationship Management,Team Management,Business Banking,Executive Leadership,,,
754,754,EPIC Information Technology Specialist,6,36.5,23.08,7,Analytical Testing,Method Development,Instrument Calibration,Research and Development,Bioprocessing,Data Analysis,,,,
755,755,Teradata Senior Associate Consultant,9,12.5,52.82,15,Data Analysis,Database Design,Teradata,Oracle,SQL,BTEQ,Agile Methodology,Software Development Life Cycle (SDLC),,
756,756,Assistant Information Technology (IT) Director,9,15.6,47.5,24,Project Management,Leadership,IT Strategy,Process Improvement,Electronic Health Records,Information Security,,,,
757,757,Pest Control Tech,7,30.0,4.01,20,Inventory Management,Customer Service,Logistics and Shipping,Leadership,Time Management,Problem-Solving,Teamwork,Decision-Making,,
758,758,Fulfillment Advocate,8,21.2,26.03,18,Inventory Control,Cost Analysis,Customer Service,Supply Chain Management,Leadership,Financial Analysis,Project Management,Communication,Time Management,
759,759,Account Executive,9,35.1,15.66,22,Sales,Leadership,Business Development,Communication,Project Management,Time Management,Team Management,Business Administration,,
760,760,Aviation Mechanic,9,57.6,15.12,30,Aircraft Maintenance,Leadership,Project Management,Quality Control,Troubleshooting,Technical Management,Occupational Safety and Health,,,
761,761,Director of Information Technology,9,25.3,28.8,26,Data Center Management,Cyber Security,Team Management,Network Design and Architecture,Project Management,ERP Solution Management,Strategic Planning,Risk Management,Leadership,Information Technology
762,762,Software Engineer,9,100.0,0.0,18,C++,C#,Lua,Unity 3D,Game Development,AI Programming,Software Engineering,Team Leadership,Problem-Solving,
763,763,Accountant,9,19.0,27.44,32,Accounting,Financial Management,Bookkeeping,Cost Accounting,Inventory Control,Audit,Leadership,Strategic Planning,Software Implementation,Project Management
764,764,Assistant Banking Center Manager,9,40.2,25.9,21,Financial Reporting,Bank Reconciliation,Commercial Law,Negotiation Skills,Complex Problem Solving,Needs Assessment,Strategic Planning,Sales and Marketing,Client Interface,Profile Management
765,765,Membership Coordinator,7,20.7,30.55,22,Sales,Customer Service,Communication,Time Management,Teamwork,,,,,
766,766,Audio/Visual Technician,5,6.2,50.37,7,Audio/Video Installation,Audio/Video Signal Flow,Brake System Servicing,Fuel System Servicing,Event Planning,DJing,Audio Editing,,,
767,767,Vice President Information Technology Infrastructure Operations,10,0.0,76.84,21,Cloud Computing,Network Administration,Leadership,Vendor Management,Disaster Recovery,IT Operations,Microsoft Exchange,Cisco,Linux,Unix
768,768,Arts Education Intern,6,13.6,23.18,10,Teaching,Event Planning,Leadership,Communication,Time Management,Music Performance,Vocal Performance,Piano Performance,,
769,769,Finance Officer,7,0.0,41.83,19,Financial Reconciliation,General Accounting,Payroll Management,Leadership,Inventory Management,Customer Service,Time Management,Team Management,Financial Analysis,
770,770,Gradation Candidate Advocate,7,38.1,15.99,18,Leadership,Mentoring,Customer Service,Sales,Inventory Management,Event Planning,Communication,Teamwork,Time Management,Public Relations
771,771,Product Specialist,7,8.3,50.67,14,Customer Service,Sales,Leadership,Time Management,Communication,,,,,
772,772,HR Generalist,7,17.2,36.14,20,Human Resource Management,Recruitment,Employee Development,Policy Development,Leadership,Compliance,Employee Relations,,,
773,773,Senior Accountant,8,5.0,57.3,19,Financial Reconciliation,General Accounting,Payroll Management,Financial Analysis,Accounting Management,,,,,
774,774,Administrative Assistant,4,49.8,8.38,7,Customer Service,Communication,,,,,,,,
775,775,Director of Information Technology / Chief Technology Officer,9,25.0,38.42,15,Leadership,IT Strategy,Project Management,IT Infrastructure Development,Data Security,ERP,ECM Program,VPN Network,E-commerce,Lean Manufacturing
776,776,Payroll Accountant,7,12.0,39.64,31,Payroll Management,General Accounting,Financial Reconciliation,Accounts Receivable Management,Financial Reporting,Leadership,Contract Management,,,
777,777,Production Assistant Intern,5,0.0,57.24,5,Communication,Project Management,Technical Troubleshooting,Customer Service,Social Media Management,,,,,
778,778,Information Technology Specialist I,8,0.0,4.01,23,Active Directory Administration,Server Administration,Network Administration,Scripting,SAN Administration,Troubleshooting,Geographic Information Systems (GIS),Microsoft System Center,Exchange Server Administration,
779,779,Lead Pharmacy Technician Advocate - Supervisor,8,21.7,42.77,24,Leadership,Staff Management,Time Management,Communication,Data Entry,Customer Service,,,,
780,780,Advocate,8,18.8,38.83,14,Career Counseling,Training and Development,Leadership,Public Speaking,Project Management,Human Resource Management,Coaching and Mentoring,,,
781,781,Video Director,7,48.1,8.6,11,Leadership,Project Management,Time Management,Communication,Entrepreneurship,Video Production,,,,
782,782,Accountant,8,6.0,45.49,27,Account Reconciliation,General Accounting,Financial Analysis,Budgeting,Financial Statements,Payroll Management,Leadership,Microsoft Excel,QuickBooks,Financial Planning
783,783,Sales / Finance Manager,8,6.2,66.15,14,Project Management,Leadership,Sales Management,Marketing Strategy,Financial Planning,Civil Engineering,Communication,Teamwork,,
784,784,Finance Manager,7,27.1,3.8,24,Leadership,Project Management,Process Improvement,Sales,Credit Management,Accounting,Rapport Building,Relationship Building,,
785,785,Quality Control Inspector,6,26.9,21.08,15,Quality Control,Aircraft Maintenance,Aviation Structural Mechanics,Risk Management,Technical Inspection,,,,,
786,786,Registered Nurse,8,26.9,7.58,17,Nursing Care,Patient Assessment,Critical Thinking,Communication,Leadership,Time Management,Emergency Medical Response,Basic Life Support,,
787,787,Operator,7,0.0,4.01,34,Circuit Board Repair,Soldering,Painting,Mechanical Assembly,Leadership,Entrepreneurship,Electronics Repair,Testing and Quality Control,,
788,788,Concierge/Doorman,6,25.0,39.46,19,Customer Service,Communication,Administrative Support,Attention to Detail,Problem-Solving,Time Management,,,,
789,789,Vice President,10,44.0,11.31,37,Leadership,Project Management,Innovation,Team Management,Cost Management,Customer Service,Database Management,Clinical Engineering,,
790,790,Accountant,7,0.0,52.71,14,Financial Reporting,Financial Analysis,Accounting,Financial Modeling,Budgeting,Leadership,Auditing,Compliance,Financial Systems,Microsoft Excel
791,791,"Registered Nurse, Supervisor",7,36.0,24.58,17,Nursing,Leadership,Patient Assessment,Care Planning,Communication,Time Management,Team Management,Patient Education,Medical Records Management,
792,792,HR Assistant Intern,7,0.0,57.24,21,Leadership,Time Management,Communication,Organizational Skills,Attention to Detail,,,,,
793,793,Legal Specialist III - Investment Banking Subpoena Compliance,9,52.9,13.66,28,Compliance,Financial Analysis,Investment Banking,Project Management,Leadership,Intellectual Property,Labor and Employment Law,Data Analysis,Research,
794,794,Financial Institutions Examiner,8,0.0,46.85,12,Financial Institutions Examination,Leadership,Training and Development,,,,,,,
795,795,General Manager,9,10.0,46.37,20,Leadership,Sales Management,Operations Management,Financial Management,Customer Service,Team Management,Communication,Problem-Solving,Time Management,Marketing
796,796,Volunteer Accountant,8,4.0,48.58,23,Tax Preparation,General Accounting,Financial Reporting,Budgeting,Financial Analysis,Financial Management,,,,
797,797,Accountant,8,43.7,19.51,15,Financial Reporting,Budgeting,Financial Analysis,Accounting,Taxation,Leadership,Financial Planning,Auditing,Financial System Implementation,Microsoft Excel
798,798,Information Technology Coordinator,9,10.0,62.24,17,Leadership,Project Management,Communication,Time Management,Team Management,Computer Information Systems,,,,
799,799,Certified Personal Trainer and Group Fitness Instructor,7,24.3,21.31,22,Leadership,Marketing,Sales,Project Management,Communication,Data Analysis,Budgeting,Time Management,Teamwork,
800,800,QA Test Analyst,8,30.8,32.71,15,Software Quality Assurance,Test Case Development,Functional Testing,Regression Testing,GUI Testing,Security Testing (PCI Compliance),Business Analysis,,,
801,801,Program Director / Office Manager,8,34.6,25.47,15,Leadership,Project Management,Event Planning,Marketing,Fundraising,Communication,Time Management,Customer Service,Teamwork,Software Proficiency
802,802,Accountant,6,12.0,47.73,28,Financial Analysis,General Accounting,Financial Reporting,GAAP Compliance,Leadership,Auditing,Customer Service,,,
803,803,Cashier,8,25.0,20.91,9,Sales,Customer Service,Leadership,Time Management,Communication,Teamwork,Nutrition and Fitness,Personal Training,,
804,804,Senior Manager,9,40.0,24.59,29,Project Management,Leadership,Training and Development,Financial Analysis,Accounting,Database Management,Budgeting,,,
805,805,Entrepreneur General Manager,9,0.0,4.01,24,Leadership,Project Management,Operations Management,Training and Development,Safety Management,Budgeting and Financial Management,Communication and Interpersonal Skills,Problem-Solving and Analytical Skills,Time Management and Organization,
806,806,Quality Analyst/Senior Record Keeping Specialist,9,50.0,8.78,34,Project Management,Leadership,Communication,Time Management,Problem-Solving,Microsoft Excel,Budgeting,Data Analysis,,
807,807,Management Consultant,9,21.2,45.23,14,Management,Leadership,Financial Analysis,Data Analysis,Project Management,Communication,Team Collaboration,Time Management,R Programming,CRM Systems
808,808,Senior Accountant,8,0.0,64.4,17,Financial Statement Preparation,Financial Reconciliation,Audit and Compliance,Budgeting and Financial Management,Leadership and Management,Financial Analysis and Modeling,Accounting and Financial Reporting,Teaching and Tutoring,Research and Investigation,
809,809,"SVP, Business Banking",9,25.0,32.2,21,Financial Analysis,Financial Planning,Business Development,Leadership,Strategic Planning,Risk Management,Marketing,Project Management,Communication,Negotiation
810,810,Laborer,2,38.1,22.43,1,General Labor,Livestock Handling,,,,,,,,
811,811,Director of Operations,8,33.2,33.21,11,Leadership,Operations Management,Financial Management,Project Management,Risk Management,Communication,Time Management,Problem-Solving,Microsoft Office,
812,812,HR Generalist,6,41.7,18.06,7,Employee Relations,Onboarding,Reception Management,File Management,Customer Service,Communication,,,,
813,813,Assembly Mechanic,8,32.5,22.27,25,Aircraft Assembly,Leadership,Quality Control,Aircraft Maintenance,Team Management,Auditing,Mechanical Systems,,,
814,814,Director of Community,9,23.2,27.76,16,Event Planning,Marketing,Project Management,Customer Service,Leadership,Graphic Design,Social Media Management,Email Marketing,Budgeting,Vendor Management
815,815,Office Manager/Managing Director,8,6.0,28.12,15,Leadership,Communication,Problem Solving,Time Management,Patient Care,Medical Records Management,Staff Management,Quality Assurance,Electronic Health Records (EHRs),Payroll Management
816,816,Quality Assurance Manager,8,25.0,26.35,12,Quality Assurance,Project Management,Leadership,Data Analysis,Problem-Solving,Communication,Time Management,Purchasing,Inventory Management,
817,817,Medical Scribe,8,38.2,21.86,17,Electronic Medical Records,Patient Care,Medical Documentation,Personal Training,Health and Wellness,Customer Service,Time Management,Communication,,
818,818,Sr. Mortgage Banking Executive,8,13.5,56.31,17,Leadership,Financial Planning,Mortgage Banking,Investment Management,Estate Planning,Client Relationship Management,Communication,Team Management,,
819,819,Finance / Office Manager,8,6.0,56.9,37,Bookkeeping,Financial Management,Payroll Management,QuickBooks,Excel,Project Management,Leadership,Communication,Time Management,Organizational Skills
820,820,Supervisor Accountant,9,0.0,64.4,18,Financial Reporting,Project Accounting,Sarbanes Oxley Compliance,Budgeting and Forecasting,Account Reconciliations,Financial Analysis,Microsoft Excel,Leadership,Communication,Time Management
821,821,Accountant,8,4.0,38.55,21,Financial Statement Preparation,Bank Reconciliation,Accounts Payable,Asset Management,Journal Entries,Tax Preparation,Payroll Management,Financial Analysis,Auditing,Accounting
822,822,Acting Grade 4 Customer/Brand,7,35.2,20.21,4,Leadership,Customer Service,Time Management,Team Management,Communication,Problem-Solving,Organizational Skills,,,
823,823,Information Technology Specialist GS11,9,20.0,36.22,28,Network Management,System Design,Troubleshooting,Leadership,Electrical Engineering,Project Management,Computer Hardware,,,
824,824,HR Specialist/ Horizontal Engineer,9,16.0,27.57,17,Recruitment,Employee Onboarding,HR Database Management,Employee Training and Development,Policy Development and Interpretation,Administrative Support,Data Analysis,Reporting and Presentation,Data Visualization,
825,825,Planner/Scheduler,7,52.0,11.2,24,Project Management,Leadership,Maintenance Management,Safety Management,Communication,Problem-Solving,Time Management,,,
826,826,Community Outreach Specialist,8,88.8,0.17,29,Leadership,Project Management,Communication,Marketing,Teaching,Mentorship,Community Outreach,Event Planning,Spanish Language,
827,827,Healthcare Administrator/Operational and Staff Reorg,9,41.2,24.35,24,Project Management,Leadership,Payroll Management,Data Analysis,Operations Management,Microsoft Excel,Database Management,Cost Efficiency,Statistics,
828,828,Finance Specialist,6,0.0,76.84,10,Accounting,Financial Analysis,Mergers and Acquisitions,Financial Planning,,,,,,
829,829,Advocare Distributor,8,32.5,15.32,20,Sales and Marketing,Leadership,Customer Service,Project Management,Team Management,Time Management,Communication,Training and Development,,
830,830,Administration Assistant,7,28.0,35.42,18,Office Administration,Customer Service,Time Management,Communication,Organization,Medical Assistance,Patient Care,Medical Records Management,,
831,831,Supervisory Logistics Management Specialist,9,30.0,19.68,26,Leadership,Logistics Management,Quality Assurance,Project Management,Communication,Training and Development,Data Analysis,Time Management,,
832,832,HR Coordinator,8,0.0,41.83,12.42,Payroll Management,Benefits Administration,HRIS Management,Compliance Management,Employee Onboarding,Leadership,Communication,,,
833,833,STOREKEEPER II,7,30.0,24.75,17,Inventory Management,Customer Service,Leadership,Quality Control,Microsoft Excel,Procurement,,,,
834,834,Technical Specialist II,9,24.0,11.69,20,Customer Service,Leadership,Process Improvement,Audit and Compliance,Communication,Time Management,Exercise Science,Project Management,Marketing,
835,835,HR Personnel Assistant,6,6.0,46.57,11,Data Entry,Administrative Support,Customer Service,Time Management,Communication,Organization,PeopleSoft (HRS),,,
836,836,Facility Manager,9,35.5,30.98,26,Facilities Management,Leadership,Project Management,Maintenance and Repair,Budgeting and Cost Control,Safety and Security,Customer Service,Inventory Management,Time Management,Team Management
837,837,Administrative Office Assistant,7,26.4,20.14,20,Leadership,Teaching,Communication,Time Management,Event Planning,Fitness Instruction,Wellness Promotion,Staff Management,Program Development,Public Speaking
838,838,Director of Finance,8,28.4,38.58,23,Financial Reconciliation,General Accounting,Financial Analysis,Budgeting,Leadership,Tax Analysis,Financial Reporting,Microsoft Excel,,
839,839,Finance Customer Care Rep Lead,8,10.0,42.69,24,Accounting,Payroll Management,Budgeting,Leadership,Customer Service,Project Management,Data Analysis,Communication,Time Management,Microsoft Office
840,840,Bilingual Client Advocate,6,10.0,4.01,7,Crisis Intervention,Case Management,Family Support,Court Testimony,Customer Service,Teamwork,Time Management,Communication,Social Work,
841,841,Staff Accountant,7,8.3,52.83,11,Financial Statement Analysis,General Accounting,Budgeting,Financial Planning,Auditing,Financial Modeling,Grant Management,Microsoft Excel,,
842,842,Procurement Analyst,7,92.0,0.18,17,Procurement,Supply Chain Management,Negotiation,Project Management,Customer Service,,,,,
843,843,EXPRESSIVE ARTS PROGRAM LEADER,8,33.8,23.1,12,Program Development,Leadership,Mentorship,Teaching,Community Support,Project Evaluation,Communication,,,
844,844,Finance Coordinator,8,30.4,18.46,24,Financial Analysis,General Ledger Reconciliation,Budgeting,Data Analysis,Microsoft Excel,SAP,Leadership,Project Management,Auditing,
845,845,Administrator,8,17.8,24.82,19,Leadership,Strategic Planning,Financial Management,Clinical Management,Regulatory Compliance,Staff Supervision,Patient Care,Communication,Time Management,Healthcare Administration
846,846,Child Family Advocate,7,62.5,6.61,19,Leadership,Communication,Project Management,Customer Service,Data Analysis,Time Management,Microsoft Excel,Training and Development,Case Management,
847,847,Customer Service Representactive,7,10.0,52.16,15,Customer Service,Communication,Problem-Solving,Time Management,Leadership,Data Entry,,,,
848,848,Finance,9,10.7,59.85,18,Leadership,Project Management,Organizational Development,Communication,Training and Development,Mentoring,Industrial Organizational Psychology,,,
849,849,HR Associate,7,8.0,35.4,14,Recruitment,Employee Relations,Training and Development,Labor Relations,Leadership,Customer Service,Communication,Time Management,Organizational Skills,Teaching
850,850,Senior Accountant,8,27.7,31.76,11,Accounting,Financial Analysis,Financial Planning,Tax Preparation,Payroll Management,Auditing,Financial Modeling,Microsoft Excel,,
851,851,Marketing & Sales Analyst,9,25.4,39.91,18,Sales Management,Business Development,Marketing,Data Analysis,Leadership,Communication,Relationship Management,Negotiation,,
852,852,HR Manager,9,25.1,42.61,31,Training and Development,Time Management,Leadership,Coaching,Project Management,Communication,,,,
853,853,Assistant Manager,7,30.9,30.33,7,Sales,Leadership,Customer Service,Time Management,Communication,Human Resources,,,,
854,854,"Vice President, Information Technology",10,35.8,19.91,30,Leadership,IT Infrastructure Management,Team Management,Network Administration,System Administration,Project Management,Business Administration,Communication,Microsoft Windows,
855,855,Electrical Engineer,8,39.1,25.33,18,Electrical Engineering,Critical Thinking,Problem-Solving,Project Management,Leadership,SCADA Systems,PLC Programming,Maintenance and Repair,,
856,856,HR Volunteer Asst. Manager,5,8.3,50.47,10,Human Resources,Conflict Resolution,Policy Development,Recruitment,Compensation and Benefits,Leadership,,,,
857,857,Accountant,7,37.4,8.5,18,General Accounting,Financial Reconciliation,Payroll Management,Accounts Payable,Accounts Receivable,Budgeting,Financial Analysis,Microsoft Excel,QuickBooks,Great Plains Accounting
858,858,Corporate Accountant,7,8.0,35.4,24,Financial Reconciliation,General Accounting,Payroll Management,Financial Analysis,Fixed Asset Management,ERP Implementation,,,,
859,859,Account Executive,9,31.0,23.39,22,Sales Management,Account Management,Leadership,Communication,Strategic Planning,Time Management,Team Collaboration,Problem-Solving,,
860,860,Research Assistant,7,47.1,6.97,3.25,Market Research,Business Planning,Marketing Planning,Relationship Management,Business Administration,Economics,,,,
861,861,"HR Specialist, US HR Operations",8,40.4,24.83,15,Communication,Project Management,Leadership,Marketing,Event Planning,Public Relations,Time Management,Collaboration,Problem-Solving,Microsoft SharePoint
862,862,Financial Accountant,8,35.3,26.57,8,Financial Reporting,Accounting Standards,Financial Analysis,Cash Flow Management,Payroll Management,Accounts Payable/Receivable,,,,
863,863,Aviation Operation Specialist,7,25.0,28.38,4,Data Management,Financial Management,Travel Management,Microsoft Excel,Leadership,Organizational Skills,Attention to Detail,Time Management,Analytical Skills,
864,864,Patient Advocate,8,31.2,26.63,14,Patient Care Coordination,Claims Processing,Data Entry,Pharmacy Operations,Leadership,Communication,Problem-Solving,HIPAA Compliance,,
865,865,Senior Manager of Customer Support,8,40.0,13.39,21,Customer Service,Sales and Business Development,Leadership and Management,Communication and Interpersonal Skills,Time Management and Organization,Problem-Solving and Adaptability,,,,
866,866,IT Management,8,0.0,4.01,12,Project Management,Web Development,Networking,Hardware,Software,Server Management,Electronics,Circuit Design,Prototyping,Batch Scripting
867,867,High School English and Language Arts Teacher,7,29.0,16.02,13,Teaching,Academic Advising,Leadership,Communication,Relationship Building,Education Administration,Student Progress Monitoring,,,
868,868,Full Stack Engineer,8,10.0,4.01,12,PHP,MVC,OOP,XML,Bash,Data Analysis,Project Management,,,
869,869,Financial Aid Specialist,6,10.0,4.01,15,Financial Management,Budgeting,Client Communication,Negotiation,Problem Resolution,,,,,
870,870,Senior Implementation Manager,9,31.9,28.02,24,Project Management,Leadership,Communication,Problem-Solving,Time Management,Attention to Detail,Training and Development,Teaching,,
871,871,Accountant,7,0.0,4.01,8.5,Tax Preparation,Bookkeeping,Financial Statement Preparation,Accounting Management,QuickBooks,Payroll Management,Financial Analysis,Leadership,,
872,872,INFORMATION TECHNOLOGY PROJECT MANAGER,9,64.0,5.93,10,Project Management,Agile Methodologies,Release Management,Scrum Master,Business Analysis,Risk Management,Collaboration and Team Management,SAFe,,
873,873,Charge Nurse,9,21.4,37.68,25.34,Nursing Assessment,Patient Care,Medication Administration,Leadership,Communication,Critical Thinking,Time Management,Teamwork,,
874,874,Benefit Advocate,7,15.6,21.96,16,Customer Service,Communication,Problem-Solving,Time Management,Sales,Insurance,,,,
875,875,Assistant Football Coach,4,25.0,32.2,14,Leadership,Team Management,Communication,Time Management,Microsoft Office,,,,,
876,876,Assistant General/Operations Manager,8,0.0,4.01,7.5,Leadership,Team Management,Customer Service,Communication,Problem-Solving,Time Management,Marketing,Project Management,,
877,877,Medical Support Assistant (OA) GS-5 Step 2,9,55.6,10.6,24,Microsoft Office,Data Entry,Customer Service,Bookkeeping,Financial Management,Time Management,Healthcare Administration,Communication,Problem-Solving,
878,878,Intervention Specialist Teacher of Math and Language Arts,5,48.1,12.35,1.67,Classroom Management,Lesson Planning,Differentiated Instruction,Communication,,,,,,
879,879,Finance And Accounting Specialist,8,8.0,54.51,52,Financial Reconciliation,Accounting,Procurement,Contract Negotiation,Data Analysis,Project Management,Leadership,Communication,Time Management,Software Development
880,880,Information Technology Senior Manager,9,17.5,54.69,26,Leadership,Vendor Management,Contract Negotiation,Project Management,Business Systems,Consulting,Team Management,Business Administration,Management,
881,881,Territory Sales Consultant,9,0.0,52.71,20,Sales,Relationship Building,Training and Development,Leadership,Communication,Budgeting,Project Management,Time Management,Public Speaking,Teamwork
882,882,Finance Manager,8,50.0,8.81,13,Financial Analysis,Financial Planning,Contract Negotiation,Customer Service,Time Management,Communication,Patient Care,Teamwork,,
883,883,Bank Teller,9,33.8,12.4,13,Customer Service,Sales,Time Management,Scheduling,Communication,Aviation Management,,,,
884,884,Manager of Finance,9,71.8,1.87,18,Financial Management,Budgeting,Financial Analysis,Leadership,Audit and Compliance,Financial Reporting,Cost Accounting,Payroll Management,Microsoft Excel,
885,885,Network Administrator,6,62.5,5.15,10,Network Administration,Network Security,Troubleshooting,System Optimization,Network Architecture,,,,,
886,886,Finance Director,8,17.5,54.07,16,Accounting,Payroll Management,Microsoft Excel,Financial Analysis,Auditing,Leadership,Data Entry,Quickbooks,,
887,887,Finance Project Coordinator,7,42.0,21.43,12,Compliance,Data Entry,Financial Record-Keeping,Accounting Software,Microsoft Excel,Quality Control,,,,
888,888,Mortgage Banking Underwriter II,8,35.6,29.63,22.75,Mortgage Underwriting,Risk Analysis,Financial Analysis,Compliance,Leadership,Communication,Time Management,,,
889,889,Senior Accountant,8,13.5,39.22,24,Financial Analysis,Accounting,Financial Reporting,Financial Planning,Leadership,Time Management,Communication,,,
890,890,Dental Hygienist,8,76.5,1.75,17,Dental Hygiene,Patient Education,Periodontal Assessment and Treatment,Dental Charting,Radiography,,,,,
891,891,HR Consultant,8,41.7,26.12,25,Recruitment,Talent Management,HR Consulting,Leadership,Customer Experience,Employee Relations,Employee Termination,Background Checks,,
892,892,HR Contact Center Specialist,7,25.0,32.2,10,Payroll Management,HR Operations,Customer Service,Recruitment,Data Entry,Communication,,,,
893,893,Accountant,4,25.0,11.38,NaN,Data Analysis,Leadership,Project Management,Accounting,Financial Management,,,,,
894,894,Branch Chief Information Technology Specialist,9,11.7,59.91,26,Information Technology Management,Cybersecurity,Project Management,Leadership,Communication,Problem-Solving,Systems Administration,Network Administration,Data Management,
895,895,Patient Advocate,7,33.9,22.75,22,Policy Development,Customer Service,Leadership,Communication,Time Management,Human Resources,Microsoft Office,,,
896,896,Lead Operations Engineer - Global Hawk Project,9,56.4,12.24,32,Project Management,Flight Test Management,Systems Integration and Test,Aircraft Modification Management,UAS Operations,Flight Test Engineering,Leadership,Personnel Management,Quality Assurance,Safety
897,897,Marketer / Administrator,8,13.8,45.51,13,Leadership,Marketing,Sales,Communication,Project Management,Time Management,Team Management,Customer Service,,
898,898,Information Technology Specialist Information Security Officer,9,25.2,47.22,24,Database Administration,Oracle Database Administration,Database Security,Data Modeling,SQL and PL/SQL,Database Performance Tuning,Disaster Recovery,Leadership and Management,Communication and Training,
899,899,Healthcare Documentation Services Delivery Manager,8,48.3,14.01,19,Project Management,Leadership,Customer Service,Quality Assurance,Data Analysis,Training and Development,,,,
900,900,Social Media Agent,6,0.0,46.85,13,Customer Service,Communication,Problem-Solving,Teamwork,Time Management,Social Media Management,Sales,,,
901,901,Freelance IT Consultant,9,15.6,36.52,18,Network Administration,Project Management,Technical Support,Business Operations,Training and Development,Microsoft Office,Windows Operating System,Computer Hardware,Leadership,
902,902,Case Manager,7,55.0,7.18,11,Case Management,Counseling,Assessment and Intervention,Advocacy,Client Service,Banking Operations,Time Management,,,
903,903,Electrician,9,0.0,76.84,25,Electrical Systems Maintenance,HVAC Systems Maintenance,Power Systems Repair,Avionics Systems Repair,Leadership,Troubleshooting,Project Management,Quality Control,,
904,904,Commission Specialist,9,33.9,33.57,17,Data Analysis,Microsoft Excel,Data Entry,Financial Management,Grant Writing,Project Management,Leadership,Communication,Time Management,Attention to Detail
905,905,Information Technology Consultant,8,36.7,22.24,24,Microsoft Excel,Computer Networking,Data Entry,Telecommunications System Administration,,,,,,
906,906,HR Executive,5,0.0,52.71,4,HR Management,Recruitment,Training and Development,Employee Relations,Communication,,,,,
907,907,Advocate General,10,40.4,13.21,20,Leadership,Project Management,Policy Development,Community Outreach,Data Analysis,Public Speaking,Collaboration,,,
908,908,Field Nurse,7,16.7,49.05,32,Nursing Care,Patient Education,Patient Advocacy,Medical Record Keeping,Leadership,Time Management,Communication,Critical Thinking,Problem-Solving,
909,909,Accountant,7,27.5,33.36,8,Accounting,Financial Management,Taxation,Inventory Management,Leadership,Communication,Microsoft Office,JDE,,
910,910,Director of Programming Arts,8,0.0,4.01,30,Leadership,Project Management,Event Planning,Financial Management,Marketing,Team Management,Communication,Time Management,,
911,911,Court Appointed Special Advocate,6,24.8,26.5,8,Communication,Problem-Solving,Event Planning,Time Management,Customer Service,,,,,
912,912,Night Warehouse Selector,7,25.0,38.42,11,Inventory Management,Customer Relations,Leadership,Fitness Training,Time Management,Communication,,,,
913,913,Information Technology Director,9,9.8,54.49,16,Leadership,Project Management,Information Technology,Budgeting,Communication,Team Management,,,,
914,914,Health Coach,8,25.0,26.35,16,Health Coaching,Motivational Interviewing,Positive Psychology,Co-Active Coaching,Leadership,Public Speaking,Training and Development,Communication,,
915,915,Desktop Support Engineer,7,10.0,58.89,27,System Administration,Software Management,Hardware Troubleshooting,Operating System Installation,Leadership,Project Management,,,,
916,916,YOGA INSTRUCTOR,7,37.5,21.19,27,Teaching,Leadership,Communication,Curriculum Development,Classroom Management,Yoga Instruction,Fitness Instruction,Program Development,,
917,917,Administrative Assistant/Site Clerk,4,0.0,90.0,17,Microsoft Word,Microsoft Excel,Microsoft PowerPoint,Microsoft Outlook,General Office Duties,Customer Service,Data Entry,Organization,,
918,918,Adjunct Instructor,8,33.3,15.93,26,Project Management,Leadership Development,Software Development,QA and Testing,Database,Business Case,Data Collection,QA Automation,Planning and Strategy,
919,919,Supply Chain Manager,9,61.9,5.57,18,Supply Chain Management,Leadership,Procurement,Inventory Management,Contract Management,Business Process Improvement,Project Management,,,
920,920,Senior Analyst Data Quality & Governance,9,0.0,52.71,24,Data Analysis,Project Management,Business Analysis,Leadership,Communication,Microsoft Access,Financial Analysis,Problem-Solving,Time Management,
921,921,Project Manager,9,10.0,4.01,26,Project Management,Leadership,Supply Chain Management,Product Management,Business Analysis,System Integration,,,,
922,922,Engineer,5,35.2,15.61,24,Maintenance and Repair,Hand Tool Operation,Power Tool Operation,Electrical Work,,,,,,
923,923,Family Advocate,7,8.8,42.37,19,Case Management,Counseling,Communication,Time Management,Social Work,,,,,
924,924,Bakery Entrepreneur,9,46.0,16.69,17,Leadership,Project Management,Engineering Design,Data Analysis,Problem-Solving,Communication,Team Management,Quality Control,Entrepreneurship,
925,925,Staffing Coordinator,8,22.3,30.44,16.75,Recruitment,HR Data Management,Scheduling,Relationship Building,Leadership,,,,,
926,926,Child Advocate Manager,7,12.5,46.77,13,Case Management,Counseling,Customer Service,Leadership,Communication,Problem-Solving,,,,
927,927,Senior Customer Service Advocate,8,30.0,22.19,20,Leadership,Customer Service,Communication,Problem-Solving,Time Management,Team Management,Compliance,Data Analysis,Project Management,Microsoft Office
